plot.no,date,plot.id,sapling.id,all.whorls,leader,whorl.leader,false.whorls,survey.year,est.year,est.f.year,DBH,disturbance
75,7/31/2016,BA0731U1,se2,2,1,3,0,2016,2013,2013,0.5,beetle.only
75,7/31/2016,BA0731U1,se3,2,1,3,0,2016,2013,2013,0.5,beetle.only
75,7/31/2016,BA0731U1,se4,10,1,11,0,2016,2005,2005,1.5,beetle.only
75,7/31/2016,BA0731U1,se5,1,1,2,0,2016,2014,2014,0.5,beetle.only
76,8/1/2016,BA0801U1,sw1,5,1,6,0,2016,2010,2010,0.5,beetle.only
76,8/1/2016,BA0801U1,sw2,7,1,8,0,2016,2008,2008,1.5,beetle.only
76,8/1/2016,BA0801U1,sw3,7,1,8,0,2016,2008,2008,1,beetle.only
76,8/1/2016,BA0801U1,sw4,3,1,4,0,2016,2012,2012,0.5,beetle.only
76,8/1/2016,BA0801U1,sw5,6,1,7,0,2016,2009,2009,1,beetle.only
76,8/1/2016,BA0801U1,sw6,6,1,7,0,2016,2009,2009,1,beetle.only
76,8/1/2016,BA0801U1,sw7,5,1,6,0,2016,2010,2010,1,beetle.only
76,8/1/2016,BA0801U1,sw8,5,1,6,0,2016,2010,2010,1,beetle.only
76,8/1/2016,BA0801U1,sw9,4,1,5,0,2016,2011,2011,0.5,beetle.only
76,8/1/2016,BA0801U1,sw10,1,1,2,0,2016,2014,2014,0.5,beetle.only
76,8/1/2016,BA0801U1,sw11,6,1,7,0,2016,2009,2009,1,beetle.only
76,8/1/2016,BA0801U1,sw12,2,1,3,0,2016,2013,2013,0.5,beetle.only
76,8/1/2016,BA0801U1,sw13,6,1,7,0,2016,2009,2009,0.5,beetle.only
76,8/1/2016,BA0801U1,sw14,4,1,5,0,2016,2011,2011,0.5,beetle.only
76,8/1/2016,BA0801U1,sw15,3,1,4,0,2016,2012,2012,0.5,beetle.only
76,8/1/2016,BA0801U1,nw1,5,1,6,0,2016,2010,2010,1,beetle.only
76,8/1/2016,BA0801U1,nw2,10,1,11,0,2016,2005,2005,1.5,beetle.only
76,8/1/2016,BA0801U1,nw3,9,1,10,0,2016,2006,2006,0.5,beetle.only
76,8/1/2016,BA0801U1,nw4,1,1,2,0,2016,2014,2014,0.5,beetle.only
76,8/1/2016,BA0801U1,nw5,6,1,7,0,2016,2009,2009,1.5,beetle.only
76,8/1/2016,BA0801U1,nw6,5,1,6,0,2016,2010,2010,0.5,beetle.only
76,8/1/2016,BA0801U1,nw7,1,1,2,0,2016,2014,2014,0.5,beetle.only
76,8/1/2016,BA0801U1,nw8,3,1,4,0,2016,2012,2012,0.5,beetle.only
76,8/1/2016,BA0801U1,nw9,4,1,5,0,2016,2011,2011,0.5,beetle.only
76,8/1/2016,BA0801U1,nw10,0,1,1,0,2016,2015,2015,0.5,beetle.only
76,8/1/2016,BA0801U1,nw11,0,1,1,0,2016,2015,2015,0.5,beetle.only
76,8/1/2016,BA0801U1,nw12,0,1,1,0,2016,2015,2015,0.5,beetle.only
76,8/1/2016,BA0801U1,nw13,9,1,10,0,2016,2006,2006,1,beetle.only
76,8/1/2016,BA0801U1,nw14,2,1,3,0,2016,2013,2013,0.5,beetle.only
76,8/1/2016,BA0801U1,nw15,0,1,1,0,2016,2015,2015,0.5,beetle.only
76,8/1/2016,BA0801U1,nw16,1,1,2,0,2016,2014,2014,0.5,beetle.only
76,8/1/2016,BA0801U1,nw17,11,1,12,0,2016,2004,2004,1.5,beetle.only
76,8/1/2016,BA0801U1,nw18,5,1,6,0,2016,2010,2010,0.5,beetle.only
76,8/1/2016,BA0801U1,nw19,2,1,3,0,2016,2013,2013,0.5,beetle.only
76,8/1/2016,BA0801U1,nw20,3,1,4,0,2016,2012,2012,0.5,beetle.only
76,8/1/2016,BA0801U1,nw21,0,1,1,0,2016,2015,2015,0.5,beetle.only
76,8/1/2016,BA0801U1,nw22,3,1,4,0,2016,2012,2012,0.5,beetle.only
76,8/1/2016,BA0801U1,nw23,3,1,4,0,2016,2012,2012,0.5,beetle.only
76,8/1/2016,BA0801U1,nw24,4,1,5,0,2016,2011,2011,0.5,beetle.only
76,8/1/2016,BA0801U1,nw25,0,1,1,0,2016,2015,2015,0.5,beetle.only
76,8/1/2016,BA0801U1,nw26,1,1,2,0,2016,2014,2014,0.5,beetle.only
76,8/1/2016,BA0801U1,nw27,4,1,5,0,2016,2011,2011,0.5,beetle.only
76,8/1/2016,BA0801U1,nw28,1,1,2,0,2016,2014,2014,0.5,beetle.only
76,8/1/2016,BA0801U1,ne1,3,1,4,0,2016,2012,2012,0.5,beetle.only
76,8/1/2016,BA0801U1,ne2,6,1,7,0,2016,2009,2009,1,beetle.only
76,8/1/2016,BA0801U1,ne3,2,1,3,0,2016,2013,2013,0.5,beetle.only
76,8/1/2016,BA0801U1,ne4,6,1,7,0,2016,2009,2009,1,beetle.only
76,8/1/2016,BA0801U1,ne5,3,1,4,0,2016,2012,2012,0.5,beetle.only
76,8/1/2016,BA0801U1,ne6,7,1,8,1,2016,2008,2007,1,beetle.only
76,8/1/2016,BA0801U1,ne7,6,1,7,1,2016,2009,2008,2,beetle.only
76,8/1/2016,BA0801U1,ne8,2,1,3,0,2016,2013,2013,0.5,beetle.only
76,8/1/2016,BA0801U1,se1,5,1,6,0,2016,2010,2010,1,beetle.only
76,8/1/2016,BA0801U1,se2,8,1,9,1,2016,2007,2006,1,beetle.only
76,8/1/2016,BA0801U1,se3,2,1,3,0,2016,2013,2013,0.5,beetle.only
76,8/1/2016,BA0801U1,se4,4,1,5,0,2016,2011,2011,0.5,beetle.only
76,8/1/2016,BA0801U1,se5,5,1,6,0,2016,2010,2010,0.5,beetle.only
76,8/1/2016,BA0801U1,se6,2,1,3,0,2016,2013,2013,0.5,beetle.only
76,8/1/2016,BA0801U1,se7,8,1,9,1,2016,2007,2006,1,beetle.only
76,8/1/2016,BA0801U1,se8,6,1,7,0,2016,2009,2009,1,beetle.only
76,8/1/2016,BA0801U1,se9,5,1,6,0,2016,2010,2010,1,beetle.only
76,8/1/2016,BA0801U1,se10,8,1,9,1,2016,2007,2006,0.5,beetle.only
77,8/1/2016,BA0801U2,sw1,9,1,10,0,2016,2006,2006,0.5,beetle.only
77,8/1/2016,BA0801U2,sw2,4,1,5,0,2016,2011,2011,0.5,beetle.only
77,8/1/2016,BA0801U2,sw3,5,1,6,0,2016,2010,2010,0.5,beetle.only
77,8/1/2016,BA0801U2,sw4,1,1,2,0,2016,2014,2014,0.5,beetle.only
77,8/1/2016,BA0801U2,sw5,0,1,1,0,2016,2015,2015,0.5,beetle.only
77,8/1/2016,BA0801U2,nw1,3,1,4,0,2016,2012,2012,0.5,beetle.only
77,8/1/2016,BA0801U2,nw2,4,1,5,0,2016,2011,2011,0.5,beetle.only
77,8/1/2016,BA0801U2,ne1,3,1,4,0,2016,2012,2012,0.5,beetle.only
77,8/1/2016,BA0801U2,ne2,8,1,9,1,2016,2007,2006,1,beetle.only
77,8/1/2016,BA0801U2,ne3,2,1,3,0,2016,2013,2013,0.5,beetle.only
77,8/1/2016,BA0801U2,ne4,5,1,6,0,2016,2010,2010,0.5,beetle.only
77,8/1/2016,BA0801U2,ne5,8,1,9,0,2016,2007,2007,1,beetle.only
77,8/1/2016,BA0801U2,ne6,9,1,10,2,2016,2006,2004,1,beetle.only
78,8/3/2016,BA0803U1,sw1,3,1,4,0,2016,2012,2012,0.5,beetle.only
78,8/3/2016,BA0803U1,sw2,7,1,8,0,2016,2008,2008,0.5,beetle.only
78,8/3/2016,BA0803U1,sw3,0,1,1,0,2016,2015,2015,0.5,beetle.only
78,8/3/2016,BA0803U1,sw4,6,1,7,0,2016,2009,2009,0.5,beetle.only
78,8/3/2016,BA0803U1,nw1,3,1,4,0,2016,2012,2012,0.5,beetle.only
78,8/3/2016,BA0803U1,nw2,3,1,4,0,2016,2012,2012,0.5,beetle.only
78,8/3/2016,BA0803U1,nw3,13,1,14,1,2016,2002,2001,3.5,beetle.only
78,8/3/2016,BA0803U1,nw4,6,1,7,1,2016,2009,2008,0.5,beetle.only
78,8/3/2016,BA0803U1,ne1,5,1,6,0,2016,2010,2010,1,beetle.only
78,8/3/2016,BA0803U1,ne2,5,1,6,0,2016,2010,2010,0.5,beetle.only
78,8/3/2016,BA0803U1,ne3,10,1,11,0,2016,2005,2005,1.5,beetle.only
78,8/3/2016,BA0803U1,ne4,3,1,4,0,2016,2012,2012,0.5,beetle.only
78,8/3/2016,BA0803U1,ne5,2,0,2,0,2016,2014,2014,0.5,beetle.only
78,8/3/2016,BA0803U1,ne6,3,0,3,0,2016,2013,2013,0.5,beetle.only
78,8/3/2016,BA0803U1,ne7,0,1,1,0,2016,2015,2015,0.5,beetle.only
78,8/3/2016,BA0803U1,ne8,2,1,3,0,2016,2013,2013,0.5,beetle.only
78,8/3/2016,BA0803U1,ne9,8,1,9,0,2016,2007,2007,0.5,beetle.only
78,8/3/2016,BA0803U1,se1,5,1,6,0,2016,2010,2010,0.5,beetle.only
78,8/3/2016,BA0803U1,se2,1,1,2,0,2016,2014,2014,0.5,beetle.only
78,8/3/2016,BA0803U1,se3,3,1,4,0,2016,2012,2012,1,beetle.only
78,8/3/2016,BA0803U1,se4,4,1,5,0,2016,2011,2011,0.5,beetle.only
78,8/3/2016,BA0803U1,se5,6,1,7,0,2016,2009,2009,0.5,beetle.only
78,8/3/2016,BA0803U1,se6,4,1,5,0,2016,2011,2011,0.5,beetle.only
78,8/3/2016,BA0803U1,se7,2,1,3,0,2016,2013,2013,0.5,beetle.only
78,8/3/2016,BA0803U1,se8,3,1,4,0,2016,2012,2012,0.5,beetle.only
78,8/3/2016,BA0803U1,se9,3,1,4,0,2016,2012,2012,0.5,beetle.only
78,8/3/2016,BA0803U1,se10,6,1,7,0,2016,2009,2009,0.5,beetle.only
78,8/3/2016,BA0803U1,se11,5,1,6,0,2016,2010,2010,0.5,beetle.only
79,8/8/2016,TL0808U1,nw1,7,1,8,0,2016,2008,2008,1,beetle.only
79,8/8/2016,TL0808U1,nw2,5,1,6,0,2016,2010,2010,1,beetle.only
79,8/8/2016,TL0808U1,nw3,6,1,7,0,2016,2009,2009,1,beetle.only
79,8/8/2016,TL0808U1,nw4,5,1,6,0,2016,2010,2010,0.5,beetle.only
79,8/8/2016,TL0808U1,nw5,5,1,6,0,2016,2010,2010,0.5,beetle.only
79,8/8/2016,TL0808U1,nw6,2,1,3,0,2016,2013,2013,0.5,beetle.only
79,8/8/2016,TL0808U1,nw7,5,1,6,0,2016,2010,2010,1,beetle.only
79,8/8/2016,TL0808U1,nw8,2,1,3,0,2016,2013,2013,0.5,beetle.only
79,8/8/2016,TL0808U1,nw9,3,1,4,0,2016,2012,2012,0.5,beetle.only
79,8/8/2016,TL0808U1,nw10,1,1,2,0,2016,2014,2014,0.5,beetle.only
79,8/8/2016,TL0808U1,nw11,4,1,5,0,2016,2011,2011,0.5,beetle.only
79,8/8/2016,TL0808U1,sw1,6,1,7,0,2016,2009,2009,0.5,beetle.only
79,8/8/2016,TL0808U1,sw2,3,1,4,0,2016,2012,2012,0.5,beetle.only
79,8/8/2016,TL0808U1,sw3,11,1,12,0,2016,2004,2004,1,beetle.only
79,8/8/2016,TL0808U1,sw4,3,1,4,0,2016,2012,2012,0.5,beetle.only
79,8/8/2016,TL0808U1,sw5,4,1,5,0,2016,2011,2011,0.5,beetle.only
79,8/8/2016,TL0808U1,sw6,8,1,9,0,2016,2007,2007,1,beetle.only
79,8/8/2016,TL0808U1,sw7,5,1,6,0,2016,2010,2010,0.5,beetle.only
79,8/8/2016,TL0808U1,sw8,2,1,3,0,2016,2013,2013,0.5,beetle.only
79,8/8/2016,TL0808U1,sw9,8,1,9,0,2016,2007,2007,1,beetle.only
79,8/8/2016,TL0808U1,ne1,5,1,6,0,2016,2010,2010,1,beetle.only
79,8/8/2016,TL0808U1,ne2,5,1,6,0,2016,2010,2010,0.5,beetle.only
79,8/8/2016,TL0808U1,se1,1,1,2,0,2016,2014,2014,0.5,beetle.only
79,8/8/2016,TL0808U1,se2,6,1,7,0,2016,2009,2009,0.5,beetle.only
79,8/8/2016,TL0808U1,se3,5,1,6,0,2016,2010,2010,0.5,beetle.only
80,8/8/2016,TL0808U2,sw1,15,1,16,1,2016,2000,1999,2.5,beetle.only
80,8/8/2016,TL0808U2,sw2,9,1,10,0,2016,2006,2006,1,beetle.only
80,8/8/2016,TL0808U2,sw3,9,1,10,0,2016,2006,2006,1,beetle.only
80,8/8/2016,TL0808U2,sw4,24,1,25,0,2016,1991,1991,4,beetle.only
80,8/8/2016,TL0808U2,sw5,2,1,3,0,2016,2013,2013,0.5,beetle.only
80,8/8/2016,TL0808U2,nw1,22,1,23,2,2016,1993,1991,3,beetle.only
80,8/8/2016,TL0808U2,nw2,16,1,17,0,2016,1999,1999,2.5,beetle.only
80,8/8/2016,TL0808U2,nw3,5,1,6,0,2016,2010,2010,0.5,beetle.only
80,8/8/2016,TL0808U2,ne1,10,1,11,0,2016,2005,2005,1.5,beetle.only
80,8/8/2016,TL0808U2,se1,10,1,11,0,2016,2005,2005,1,beetle.only
80,8/8/2016,TL0808U2,se2,19,1,20,0,2016,1996,1996,2.5,beetle.only
80,8/8/2016,TL0808U2,se3,13,1,14,0,2016,2002,2002,1.5,beetle.only
80,8/8/2016,TL0808U2,se4,8,1,9,0,2016,2007,2007,1.5,beetle.only
81,8/9/2016,TL0809U1,nw1,1,1,2,0,2016,2014,2014,0.5,beetle.only
81,8/9/2016,TL0809U1,nw2,20,1,21,0,2016,1995,1995,1,beetle.only
81,8/9/2016,TL0809U1,nw3,19,1,20,0,2016,1996,1996,1,beetle.only
81,8/9/2016,TL0809U1,nw4,42,1,43,0,2016,1973,1973,5,beetle.only
81,8/9/2016,TL0809U1,nw5,14,1,15,0,2016,2001,2001,1,beetle.only
81,8/9/2016,TL0809U1,nw6,18,1,19,1,2016,1997,1996,3,beetle.only
81,8/9/2016,TL0809U1,nw7,32,1,33,1,2016,1983,1982,7,beetle.only
81,8/9/2016,TL0809U1,sw1,8,1,9,0,2016,2007,2007,0.5,beetle.only
81,8/9/2016,TL0809U1,sw2,11,1,12,0,2016,2004,2004,0.5,beetle.only
81,8/9/2016,TL0809U1,sw3,17,1,18,0,2016,1998,1998,1.5,beetle.only
81,8/9/2016,TL0809U1,sw4,11,1,12,0,2016,2004,2004,1,beetle.only
81,8/9/2016,TL0809U1,sw5,11,1,12,0,2016,2004,2004,1,beetle.only
81,8/9/2016,TL0809U1,sw6,27,1,28,1,2016,1988,1987,3.5,beetle.only
81,8/9/2016,TL0809U1,sw7,0,1,1,0,2016,2015,2015,0.5,beetle.only
81,8/9/2016,TL0809U1,sw8,26,1,27,1,2016,1989,1988,4,beetle.only
81,8/9/2016,TL0809U1,sw9,23,1,24,0,2016,1992,1992,3,beetle.only
81,8/9/2016,TL0809U1,sw10,24,1,25,0,2016,1991,1991,3,beetle.only
81,8/9/2016,TL0809U1,sw11,21,1,22,0,2016,1994,1994,2.5,beetle.only
81,8/9/2016,TL0809U1,sw12,32,1,33,0,2016,1983,1983,5,beetle.only
81,8/9/2016,TL0809U1,sw13,26,1,27,0,2016,1989,1989,5,beetle.only
81,8/9/2016,TL0809U1,sw14,14,1,15,0,2016,2001,2001,1,beetle.only
81,8/9/2016,TL0809U1,sw15,14,1,15,0,2016,2001,2001,0.5,beetle.only
81,8/9/2016,TL0809U1,sw16,6,1,7,0,2016,2009,2009,0.5,beetle.only
81,8/9/2016,TL0809U1,sw17,22,1,23,0,2016,1993,1993,2.5,beetle.only
81,8/9/2016,TL0809U1,sw18,22,1,23,0,2016,1993,1993,2.5,beetle.only
81,8/9/2016,TL0809U1,sw19,8,1,9,0,2016,2007,2007,0.5,beetle.only
81,8/9/2016,TL0809U1,sw20,6,1,7,0,2016,2009,2009,0.5,beetle.only
81,8/9/2016,TL0809U1,sw21,10,1,11,0,2016,2005,2005,0.5,beetle.only
81,8/9/2016,TL0809U1,sw22,16,1,17,0,2016,1999,1999,1.5,beetle.only
81,8/9/2016,TL0809U1,ne1,30,1,31,0,2016,1985,1985,4,beetle.only
81,8/9/2016,TL0809U1,ne2,9,1,10,1,2016,2006,2005,1.5,beetle.only
81,8/9/2016,TL0809U1,ne3,29,1,30,0,2016,1986,1986,8,beetle.only
81,8/9/2016,TL0809U1,ne4,4,1,5,0,2016,2011,2011,0.5,beetle.only
81,8/9/2016,TL0809U1,se1,9,1,10,0,2016,2006,2006,1,beetle.only
81,8/9/2016,TL0809U1,se2,9,1,10,0,2016,2006,2006,1,beetle.only
81,8/9/2016,TL0809U1,se3,14,1,15,0,2016,2001,2001,2,beetle.only
81,8/9/2016,TL0809U1,se4,2,1,3,0,2016,2013,2013,0.5,beetle.only
81,8/9/2016,TL0809U1,se5,20,1,21,0,2016,1995,1995,2,beetle.only
81,8/9/2016,TL0809U1,se6,12,1,13,0,2016,2003,2003,1,beetle.only
81,8/9/2016,TL0809U1,se7,29,1,30,0,2016,1986,1986,3,beetle.only
81,8/9/2016,TL0809U1,se8,25,1,26,3,2016,1990,1987,2.5,beetle.only
81,8/9/2016,TL0809U1,se9,41,1,42,3,2016,1974,1971,4.5,beetle.only
81,8/9/2016,TL0809U1,se10,42,1,43,2,2016,1973,1971,3,beetle.only
81,8/9/2016,TL0809U1,se11,23,1,24,1,2016,1992,1991,2,beetle.only
81,8/9/2016,TL0809U1,se12,36,1,37,1,2016,1979,1978,5,beetle.only
81,8/9/2016,TL0809U1,se13,26,1,27,0,2016,1989,1989,4.5,beetle.only
81,8/9/2016,TL0809U1,se14,20,1,21,0,2016,1995,1995,3.5,beetle.only
81,8/9/2016,TL0809U1,se15,32,1,33,0,2016,1983,1983,5.5,beetle.only
82,8/12/2016,TL0812U1,nw1,27,1,28,2,2016,1988,1986,3,beetle.only
82,8/12/2016,TL0812U1,nw2,36,1,37,1,2016,1979,1978,3.5,beetle.only
82,8/12/2016,TL0812U1,nw3,32,1,33,1,2016,1983,1982,4,beetle.only
82,8/12/2016,TL0812U1,nw4,22,1,23,1,2016,1993,1992,2,beetle.only
82,8/12/2016,TL0812U1,nw5,12,1,13,0,2016,2003,2003,0.5,beetle.only
82,8/12/2016,TL0812U1,nw6,22,1,23,1,2016,1993,1992,1.5,beetle.only
82,8/12/2016,TL0812U1,nw7,16,1,17,0,2016,1999,1999,1,beetle.only
82,8/12/2016,TL0812U1,nw8,31,1,32,0,2016,1984,1984,6,beetle.only
82,8/12/2016,TL0812U1,sw1,22,1,23,0,2016,1993,1993,2.5,beetle.only
82,8/12/2016,TL0812U1,sw2,11,1,12,0,2016,2004,2004,1,beetle.only
82,8/12/2016,TL0812U1,sw3,8,1,9,0,2016,2007,2007,0.5,beetle.only
82,8/12/2016,TL0812U1,sw4,5,1,6,0,2016,2010,2010,0.5,beetle.only
82,8/12/2016,TL0812U1,sw5,0,1,1,0,2016,2015,2015,0.5,beetle.only
82,8/12/2016,TL0812U1,ne1,28,1,29,0,2016,1987,1987,3.5,beetle.only
82,8/12/2016,TL0812U1,ne2,23,1,24,1,2016,1992,1991,2,beetle.only
82,8/12/2016,TL0812U1,ne3,17,1,18,0,2016,1998,1998,2,beetle.only
82,8/12/2016,TL0812U1,ne4,12,1,13,0,2016,2003,2003,1,beetle.only
82,8/12/2016,TL0812U1,ne5,19,1,20,0,2016,1996,1996,2,beetle.only
82,8/12/2016,TL0812U1,se1,15,1,16,1,2016,2000,1999,2,beetle.only
82,8/12/2016,TL0812U1,se2,37,1,38,0,2016,1978,1978,6.5,beetle.only
82,8/12/2016,TL0812U1,se3,9,1,10,0,2016,2006,2006,1,beetle.only
82,8/12/2016,TL0812U1,se4,2,1,3,0,2016,2013,2013,0.5,beetle.only
82,8/12/2016,TL0812U1,se5,0,1,1,0,2016,2015,2015,0.5,beetle.only
82,8/12/2016,TL0812U1,se6,0,1,1,0,2016,2015,2015,0.5,beetle.only
83,8/12/2016,TL0812U2,sw1,6,1,7,0,2016,2009,2009,0.5,beetle.only
83,8/12/2016,TL0812U2,sw2,9,1,10,0,2016,2006,2006,1,beetle.only
83,8/12/2016,TL0812U2,sw3,3,1,4,0,2016,2012,2012,0.5,beetle.only
83,8/12/2016,TL0812U2,sw4,4,1,5,0,2016,2011,2011,0.5,beetle.only
83,8/12/2016,TL0812U2,sw5,21,1,22,0,2016,1994,1994,3.5,beetle.only
83,8/12/2016,TL0812U2,sw6,24,1,25,0,2016,1991,1991,2.5,beetle.only
83,8/12/2016,TL0812U2,sw7,7,1,8,0,2016,2008,2008,1,beetle.only
83,8/12/2016,TL0812U2,sw8,18,1,19,0,2016,1997,1997,2.5,beetle.only
83,8/12/2016,TL0812U2,sw9,20,1,21,1,2016,1995,1994,2,beetle.only
83,8/12/2016,TL0812U2,sw10,24,1,25,1,2016,1991,1990,3,beetle.only
83,8/12/2016,TL0812U2,sw11,10,1,11,0,2016,2005,2005,2,beetle.only
83,8/12/2016,TL0812U2,nw1,5,1,6,0,2016,2010,2010,1,beetle.only
83,8/12/2016,TL0812U2,nw2,4,1,5,0,2016,2011,2011,0.5,beetle.only
83,8/12/2016,TL0812U2,nw3,10,1,11,0,2016,2005,2005,2,beetle.only
83,8/12/2016,TL0812U2,nw4,10,1,11,0,2016,2005,2005,1,beetle.only
83,8/12/2016,TL0812U2,nw5,8,1,9,0,2016,2007,2007,1,beetle.only
83,8/12/2016,TL0812U2,nw6,4,1,5,0,2016,2011,2011,0.5,beetle.only
83,8/12/2016,TL0812U2,nw7,2,1,3,0,2016,2013,2013,0.5,beetle.only
83,8/12/2016,TL0812U2,nw8,1,1,2,0,2016,2014,2014,0.5,beetle.only
83,8/12/2016,TL0812U2,nw9,1,1,2,0,2016,2014,2014,0.5,beetle.only
83,8/12/2016,TL0812U2,nw10,3,1,4,0,2016,2012,2012,0.5,beetle.only
83,8/12/2016,TL0812U2,nw11,18,1,19,0,2016,1997,1997,4,beetle.only
83,8/12/2016,TL0812U2,nw12,18,1,19,0,2016,1997,1997,2,beetle.only
83,8/12/2016,TL0812U2,nw13,31,1,32,1,2016,1984,1983,6,beetle.only
83,8/12/2016,TL0812U2,nw14,16,1,17,0,2016,1999,1999,3,beetle.only
83,8/12/2016,TL0812U2,nw15,9,1,10,0,2016,2006,2006,1,beetle.only
83,8/12/2016,TL0812U2,nw16,30,1,31,4,2016,1985,1981,7,beetle.only
83,8/12/2016,TL0812U2,nw17,22,1,23,0,2016,1993,1993,2.5,beetle.only
83,8/12/2016,TL0812U2,nw18,17,1,18,0,2016,1998,1998,4,beetle.only
83,8/12/2016,TL0812U2,ne1,4,1,5,0,2016,2011,2011,1,beetle.only
83,8/12/2016,TL0812U2,ne2,19,1,20,0,2016,1996,1996,3.5,beetle.only
83,8/12/2016,TL0812U2,se1,21,1,22,1,2016,1994,1993,2,beetle.only
83,8/12/2016,TL0812U2,se2,16,1,17,1,2016,1999,1998,2,beetle.only
83,8/12/2016,TL0812U2,se3,10,1,11,4,2016,2005,2001,1.5,beetle.only
83,8/12/2016,TL0812U2,se4,14,1,15,0,2016,2001,2001,1.5,beetle.only
